,GLRLM1,GLRLM2,correlation_0,homogeneity_90,contrast_90,ASM_135,energy_135,Label
31,251.943,1526.996,0.14332223,0.061152341,382.1975547,0.000765657,0.027670517,1
32,117.896,1042.669,0.262274262,0.032367504,1156.495495,0.000464718,0.021557316,1
33,230.916,1283.465,-0.061286363,0.051478191,816.9092664,0.000468315,0.021640582,1
34,409.143,1581.574,0.198747848,0.040299288,1040.214929,0.000456325,0.021361768,1
35,209.676,1424.285,0.447704803,0.047667154,639.9478764,0.000487258,0.02207393,1
36,242.312,1382.886,0.01577272,0.044144433,903.1814672,0.000525385,0.022921287,1
37,624.238,2090.288,0.126275444,0.065038205,553.0611326,0.000642644,0.025350423,1
38,197.327,1297.415,0.132822868,0.043274931,770.2664093,0.000564711,0.023763656,1
39,369.614,1702.624,0.139499857,0.038237808,1800.704633,0.000446014,0.021119045,1
40,251.747,1316.912,0.245710341,0.04381121,1055.998713,0.000503324,0.022434894,1
41,610.349,1879.334,0.277285087,0.076033021,709.8693694,0.000721775,0.026865879,1
42,380.494,1787.033,0.110479815,0.080255609,471.2908623,0.000666383,0.025814403,1
43,514.048,1956.873,0.436685174,0.122683586,188.7413127,0.001099449,0.033157935,1
44,228.614,1419.22,0.174461356,0.052571145,581.3069498,0.000600201,0.024498993,1
45,244.076,1346.528,0.239004709,0.037536545,1353.063063,0.000473111,0.021751106,1
46,189.408,1313.834,0.238740606,0.042006122,911.9195624,0.000479825,0.021904904,1
47,145.096,1118.787,-0.113817491,0.031894847,1664.234234,0.000438341,0.020936588,1
48,206.06,1315.938,0.600397837,0.052002534,1418.164736,0.000442897,0.021045113,1
49,229.207,1440.273,0.423603933,0.042510126,845.542471,0.000468794,0.02165166,1
50,139.966,1159.381,0.377874042,0.037139576,1758.493565,0.000434984,0.020856261,1
51,213.672,1376.272,0.077797306,0.068334274,407.9066924,0.000701153,0.0264793,1
52,629.179,2113.373,-0.034771825,0.059157215,867.0900901,0.000614828,0.024795725,1
53,361.518,1639.225,0.157446449,0.064596685,501.1891892,0.000679812,0.0260732,1
54,210.982,1293.242,-0.01163775,0.042831084,1402.714286,0.000448652,0.021181402,1
55,248.737,1460.307,0.451497123,0.075280482,313.8886744,0.000655833,0.025609227,1
56,830.415,2261.383,0.150217027,0.037350491,866.984556,0.00063617,0.025222401,1
57,203.335,1328.259,0.182795258,0.03949889,1019.196268,0.000440978,0.020999486,1
58,396.878,1835.907,0.027184071,0.053310055,484.6711712,0.000593966,0.024371419,1
59,164.934,1281.838,0.03896359,0.07078747,483.3153153,0.000674057,0.025962603,1
60,228.883,1423.041,0.473984126,0.022183643,2494.982625,0.000420356,0.020502592,1
61,279.056,1422.833,0.181147756,0.065721466,559.1415701,0.000646481,0.025425983,1
62,519.282,1820.143,0.399386089,0.067652098,437.4684685,0.000598043,0.024454908,1
63,364.254,1548.539,0.180868095,0.034884809,1193.98906,0.000468315,0.021640582,1
64,493.939,1869.961,0.160848951,0.065625835,505.3957529,0.000651276,0.025520119,1
65,108.895,1034.558,-0.11386996,0.032936753,1875.018018,0.000441458,0.021010902,1
66,297.007,1566.496,0.368688021,0.074352154,480.0933076,0.000552722,0.023510035,1
67,110.72,1124.364,0.304208703,0.062640399,437.3873874,0.000618665,0.024872971,1
68,465.904,1985.704,0.399779325,0.083078579,284.2091377,0.000803545,0.028346864,1
69,200.731,1274.659,0.001392282,0.04226389,1380.307593,0.000458963,0.021423419,1
70,208.226,1361.099,0.157778629,0.050190504,615.453668,0.000571905,0.023914538,1
71,340.782,1530.845,0.123821447,0.049286209,756.2187902,0.00055416,0.023540614,1
72,597.797,2221.522,0.194613433,0.10720253,367.8365508,0.001227498,0.035035666,1
73,282.973,1485.345,0.398526023,0.052275327,788.4060489,0.000458963,0.021423419,1
74,116.323,1066.349,0.033291171,0.037944271,1539.553411,0.000415321,0.020379417,1
75,139.204,1162.019,0.026430641,0.062679199,796.3397683,0.00053114,0.023046484,1
76,197.541,1343.46,0.415789931,0.069934131,357.547619,0.000581976,0.024124188,1
77,106.232,1075.172,0.480355079,0.042855157,594.3893179,0.000552722,0.023510035,1
78,422.35,1747.815,0.381808952,0.063346383,524.7252252,0.000627297,0.025045902,1
79,293.478,1424.812,0.286683969,0.047007748,864.0759331,0.000480544,0.021921318,1
80,854.745,2173.766,0.17371496,0.075837459,409.997426,0.00083256,0.028854109,1
81,466.617,1985.619,0.406854384,0.044424552,489.3738739,0.000632333,0.025146229,1
82,521.861,1874.509,0.326604615,0.065418685,738.8693694,0.000569028,0.0238543,1
83,292.198,1433.593,-0.029493272,0.082615107,290.8667954,0.000718898,0.026812272,1
84,538.198,1687.933,0.657828337,0.07554616,1232.124196,0.000619144,0.02488261,1
85,208.927,1420.156,0.186217795,0.053971971,776.3481338,0.000580777,0.024099325,1
86,352.396,1781.511,0.515240593,0.083208224,223.3880309,0.000696118,0.026384042,1
87,531.925,1896.68,0.046387235,0.081629003,723.7445302,0.000856779,0.029270781,1
88,223.958,1414.127,0.025516684,0.069676552,403.1287001,0.000743836,0.027273364,1
89,301.408,1412.138,0.128901059,0.040030506,1230.554698,0.000437621,0.020919401,1
90,244.857,1252.646,0.056887315,0.027118582,1907.45045,0.00040501,0.020124849,1
91,568.392,1806.757,0.378066423,0.082887959,626.8288288,0.00064672,0.025430698,1
92,1123.016,2726.655,0.474343239,0.097933804,274.7599743,0.000825366,0.028729181,1
93,466.6,1778.918,0.027421822,0.079931022,305.2072072,0.000821289,0.028658146,1
94,431.003,1921.958,0.369548981,0.053162089,692.5675676,0.000551283,0.023479416,1
95,600.052,2182.812,0.321237796,0.07424072,308.1274131,0.000953175,0.030873536,1
96,214.52,1299.65,-0.005330088,0.048321984,805.9916345,0.000509319,0.022568104,1
97,429.594,1717.846,0.098357848,0.0671326,375.1158301,0.000791075,0.028126064,1
98,361.83,1606.585,0.184376904,0.039806172,1059.813385,0.000463759,0.021535058,1
99,380.593,1765.812,0.133292381,0.066886731,408.5965251,0.000723694,0.026901558,1
100,321.565,1593.311,0.069811437,0.08327611,268.7850708,0.000787479,0.028062049,1
101,282.548,1459.785,0.14728502,0.048456522,988.7805663,0.000512916,0.022647653,1
102,173.439,1291.701,0.008257649,0.061687712,636.6518662,0.000649118,0.025477801,1
103,819.353,2170.307,0.00241753,0.060421594,605.4195624,0.000672138,0.025925632,1
104,255.43,1582.979,0.123388548,0.119011118,117.3050193,0.001282171,0.035807409,1
105,291.639,1586.367,0.46602822,0.064016372,359.8507079,0.00079755,0.028240926,1
106,735.27,2332.146,0.145396377,0.083531897,231.2136422,0.000963486,0.031040076,1
107,589.863,2059.209,0.52844341,0.107128099,216.1570142,0.000916967,0.030281456,1
108,279.832,1579.446,0.155324758,0.069800411,372.0534106,0.000602599,0.024547883,1
109,438.734,1698.186,0.122721583,0.04248727,969.027027,0.000490136,0.022139013,1
110,201.491,1299.992,0.575750223,0.061226558,790.003861,0.000468555,0.021646121,1
111,326.083,1692.532,0.219568464,0.077135722,350.7335907,0.000633052,0.025160529,1
112,799.372,2257.766,0.366168738,0.127354876,96.27734878,0.001610686,0.040133357,1
113,371.211,1738.051,0.336780506,0.087631825,186.5019305,0.001153162,0.033958242,1
114,491.996,1953.114,0.492176527,0.077891556,389.0804376,0.000698036,0.026420371,1
115,100.681,1019.982,0.060484863,0.040950848,1257.879022,0.000487978,0.022090219,1
116,92.105,1001.299,0.120839096,0.030652468,1722.554054,0.000424193,0.020595945,1
117,250.977,1285.844,0.210715112,0.02790446,1829.932432,0.000430188,0.020740968,1
118,385.163,1735.555,0.488975886,0.111581124,442.8597169,0.000789157,0.028091941,1
119,114.231,1072.314,0.611009556,0.032891001,1674.644144,0.000428269,0.020694671,1
120,348.46,1588.414,0.296028176,0.03462596,1355.752252,0.000479585,0.02189943,1
121,1021.09,2561.431,0.207812809,0.123333946,204.6229086,0.001102566,0.033204909,1
122,726.724,1948.892,0.136030229,0.072948399,656.6737452,0.000572385,0.023924563,1
123,261.224,1330.296,0.476833171,0.051884364,1066.460103,0.000472871,0.021745593,1
124,212.718,1400.764,0.232209088,0.058419091,465.4440154,0.00069348,0.026334007,1
125,478.721,1831.236,0.030612991,0.091317435,292.6512227,0.000889151,0.029818629,1
126,678.621,2070.993,0.326811713,0.104080921,237.6274131,0.001211192,0.034802184,1
127,394.423,1723.204,0.266931289,0.080547846,481.0341055,0.000765418,0.027666183,1
128,670.454,2195.946,0.248902606,0.070381316,588.1209781,0.000603798,0.024572292,1
129,1042.189,2731.058,0.259173838,0.123732185,156.51287,0.001100648,0.03317601,1
130,511.472,1849.659,0.170387452,0.059842219,806.0997426,0.000559916,0.023662534,1
131,289.397,1624.544,0.52216738,0.090920693,266.6962677,0.00078604,0.028036402,1
132,335.722,1693.977,0.225470965,0.070973343,656.6473616,0.000883156,0.029717938,1
133,757.384,2263.517,0.216826803,0.133776648,131.001287,0.002250693,0.047441464,1
134,581.233,2055.464,0.026905313,0.073773037,415.0456885,0.000735444,0.027119064,1
135,146.201,1147.65,0.190287611,0.033516978,1673.819176,0.000419397,0.020479187,1
136,510.565,1812.543,0.518968824,0.080515959,257.1010296,0.000801626,0.028313007,1
137,299.944,1612.888,0.075190544,0.073261228,417.954955,0.000696837,0.026397671,1
138,149.291,1277.487,0.342786874,0.039942906,885.963964,0.000483422,0.021986853,1
139,104.425,1070.02,0.111873931,0.03454238,1259.149936,0.000422754,0.020560987,1
140,253.463,1425.744,0.260709772,0.039763602,1198.142857,0.000483661,0.021992305,1
141,886.933,2470.434,0.065023721,0.098488336,276.3597169,0.000911212,0.030186281,1
142,402.445,1721.801,0.532294909,0.051267268,896.527027,0.000521789,0.02284269,1
143,1208.406,2689.73,0.036902181,0.142442011,101.2123552,0.001624354,0.040303281,1
144,1215.985,3164.219,0.464148342,0.069302866,363.9813385,0.000713623,0.026713714,1
145,152.758,1182.639,0.083162132,0.048163627,1238.653797,0.0004851,0.022024992,1
146,665.572,2015.526,0.492265118,0.063037756,635.4465894,0.00076278,0.027618472,1
147,446.32,1850.66,0.144438174,0.087025731,375.2445302,0.000738321,0.027172066,1
148,377.466,1659.658,0.210728966,0.049224707,1068.353925,0.000454886,0.021328066,1
149,131.205,1099.144,0.04698859,0.031788639,1561.621622,0.000432106,0.020787162,1
150,1113.863,2603.39,0.472128104,0.047537353,692.6743887,0.000549604,0.023443644,1
151,563.999,1901.429,0.20655011,0.071691115,671.4292149,0.000669501,0.025874711,1
152,183.393,1292.662,0.162073989,0.042047199,1113.680824,0.000443137,0.021050809,1
153,553.669,1938.443,0.016127983,0.058767717,627.0553411,0.00064696,0.025435412,1
154,848.74,2536.334,0.1220229,0.128395201,122.2097812,0.001608768,0.04010945,1
155,339.188,1546.318,0.118019867,0.040970787,1480.839768,0.000479105,0.021888477,1
156,328.205,1542.494,0.024292609,0.058187769,435.3706564,0.000664465,0.02577722,1
157,221.941,1421.108,0.577936519,0.037618476,1126.782497,0.000465917,0.021585107,1
158,253.819,1510.987,0.243554522,0.056490343,458.4330759,0.000606195,0.024621037,1
159,119.776,1154.83,0.208761996,0.045208394,1212.900257,0.000471432,0.021712487,1
160,445.512,1892.779,0.211376439,0.072006104,298.0810811,0.000794433,0.028185681,1
161,185.973,1296.276,0.106879746,0.051951887,664.7149292,0.000516513,0.022726924,1
162,554.166,1931.247,0.126750863,0.085413256,233.8063063,0.00097116,0.031163435,1
163,210.028,1392.77,0.395050731,0.079823844,295.5649936,0.000838315,0.028953663,1
164,141.105,1229.637,0.201892426,0.077572673,345.5926641,0.000871406,0.029519587,1
165,580.118,1962.81,0.282722215,0.129804422,154.7104247,0.001107362,0.033277046,1
166,496.496,1783.727,0.294944129,0.036826255,1199.339768,0.000452009,0.021260501,1
167,312.156,1549.545,0.157185066,0.074747309,401.7992278,0.000917206,0.030285415,1
168,156.637,1258.094,0.229159421,0.069828839,447.1724582,0.000562074,0.023708092,1
169,216.926,1271.265,0.133276722,0.03249571,2111.259974,0.000424912,0.020613402,1
170,323.497,1501.945,0.495601313,0.031521365,1642.832046,0.000429468,0.020723619,1
171,210.696,1331.252,0.223682629,0.043337545,1205.241313,0.000421795,0.020537649,1
172,205.803,1295.34,0.337164614,0.039264732,931.4671815,0.000494692,0.022241672,1
173,370.747,1613.33,0.182998877,0.073755811,483.6750322,0.000879559,0.029657359,1
174,631.367,2246.48,0.456086585,0.052716853,724.4459459,0.00066998,0.025883977,1
175,491.886,1797.189,0.361354014,0.076289437,297.458816,0.000902579,0.030042953,1
176,645.806,2019.733,0.3167616,0.084730264,357.8371943,0.00080906,0.028443979,1
177,561.983,1822.467,0.003040273,0.045562048,839.3474903,0.000523707,0.022884642,1
178,420.23,1748.304,0.315395034,0.085108605,237.8989704,0.000794433,0.028185681,1
179,219.642,1384.847,0.275591804,0.051951828,564.0862291,0.000572864,0.023934584,1
180,520.405,1993.661,0.425088565,0.072178143,575.515444,0.000570227,0.023879418,1
181,284.706,1450.963,0.50482597,0.038087981,1585.305019,0.000474549,0.021784154,1
182,891.111,2538.936,0.021416614,0.09423078,320.3828829,0.000862773,0.029373006,1
183,354.162,1687.898,0.30321741,0.036302568,1024.361004,0.000528982,0.022999615,1
184,404.612,1849.019,0.035985246,0.082605804,408.6312741,0.000790356,0.028113273,1
185,402.319,1674.847,0.134758788,0.042651324,1283.561133,0.00046232,0.021501627,1
186,182.617,1310.462,0.30887125,0.06194944,415.3622909,0.000616507,0.02482955,1
187,949.888,2465.828,0.145257507,0.134515503,120.1248391,0.001389118,0.037270874,1
188,389.896,1603.414,-0.089723658,0.059698717,590.8281853,0.00058989,0.024287643,1
189,149.271,1201.271,0.317064168,0.04292305,946.4111969,0.000505003,0.022472272,1
190,418.714,1862.108,-0.006819946,0.059014097,501.3732304,0.000725133,0.026928285,1
191,1129.197,2846.439,0.590312046,0.094059523,314.46139,0.000748632,0.027361144,1
192,543.648,1882.328,0.305314972,0.045447819,826.6879022,0.000493733,0.022220099,1
193,359.653,1680.97,0.296235925,0.06751529,448.3610039,0.000561114,0.023687855,1
194,331.852,1509.992,0.088232069,0.095078233,233.8494208,0.000949099,0.030807447,1
195,189.428,1190.148,0.189716942,0.027170237,2103.047619,0.000414361,0.02035587,1
196,601.396,1900.021,-0.047019304,0.064263169,563.5933076,0.000742877,0.027255774,1
197,201.131,1408.683,-0.056590973,0.042190578,1369.068211,0.000454407,0.02131682,1
198,310.206,1476.176,0.230053533,0.032736202,1501.30888,0.000468555,0.021646121,1
199,157.624,1136.529,0.11461084,0.034470157,1776.777992,0.000415321,0.020379417,1
200,159.716,1213.492,0.248569841,0.04182751,912.5302445,0.00052011,0.022805919,1
201,130.296,1125.953,0.065064166,0.034080066,1275.09009,0.000437382,0.020913669,1
202,226.573,1336.466,0.089813573,0.040405439,724.3397683,0.000525625,0.022926517,1
203,783.778,2345.457,0.22631533,0.095116923,299.47426,0.001034225,0.03215937,1
204,91.774,1008.072,0.015964546,0.036239969,1307.104247,0.000467835,0.021629498,1
205,154.124,1266.443,0.041784371,0.064198718,367.9111969,0.000689164,0.026251927,1
206,301.051,1435.353,0.203570261,0.052803378,837.6428571,0.000454647,0.021322444,1
207,250.674,1392.763,0.069498583,0.040640614,1353.136422,0.000435463,0.020867755,1
208,346.97,1450.062,0.350292092,0.044043079,2477.436293,0.000436422,0.020890725,1
209,536.124,1879.695,0.227423778,0.129917597,87.58236808,0.001544264,0.039297122,1
210,546.585,1661.326,0.31069641,0.032028494,2738.142857,0.000413402,0.020332297,1
211,449.917,1646.654,0.074670979,0.073345442,401.6602317,0.000735204,0.027114643,1
212,562.751,1969.801,0.07690216,0.092286995,190.6209781,0.001140213,0.033767046,1
213,155.923,1274.491,0.001450102,0.05013836,820.4916345,0.000513636,0.022663529,1
214,954.432,2659.807,0.427256534,0.139500724,104.6229086,0.002092909,0.045748323,1
215,201.798,1331.89,0.465702005,0.076499476,464.52574,0.000570466,0.023884438,1
216,283.899,1531.025,0.357524378,0.043697966,884.6087516,0.000466396,0.021596213,1
217,321.917,1522.115,-0.035506065,0.086463448,305.7046332,0.000764459,0.027648843,1
218,288.677,1493.425,0.087830469,0.075834061,423.2258687,0.000879799,0.029661401,1
219,644.512,1963.435,0.117881072,0.064017824,308.0482625,0.000802106,0.028321475,1
220,205.513,1300.765,0.357874268,0.042912888,1101.985199,0.000517712,0.022753286,1
221,164.741,1222.721,0.146465315,0.033944184,1526.15444,0.000428269,0.020694671,1
222,506.458,2031.026,0.428842512,0.0777415,232.7599743,0.000874283,0.029568285,1
223,1488.759,3046.686,0.257519552,0.131915664,147.023166,0.001474005,0.038392767,1
224,669.699,1799.077,0.158700252,0.08310978,358.1087516,0.000964685,0.031059383,1
225,524.899,1875.722,0.303060391,0.064263704,886.8841699,0.000704031,0.026533579,1
226,967.975,2393.433,0.483329817,0.1135346,220.7200772,0.001188172,0.034469869,1
227,289.708,1453.731,0.38998093,0.039440183,981.0508366,0.00045033,0.021220988,1
228,203.099,1270.545,0.078355148,0.037507582,1119.799228,0.000449131,0.02119272,1
229,164.638,1157.506,0.180451014,0.032893547,1596.872587,0.000447693,0.021158748,1
230,110.169,1043.071,0.164659535,0.034563363,935.8751609,0.000510039,0.022584036,1
231,244.446,1477.194,0.134981143,0.042218106,1497.292149,0.000428509,0.020700464,1
232,372.793,1530.928,0.166770785,0.066812624,714.8886744,0.000571665,0.023909524,1
233,913.654,2527.541,0.397848979,0.086622222,401.3120978,0.000729209,0.027003871,1
234,188.782,1313.06,0.193875355,0.056280244,636.9388674,0.000604997,0.024596677,1
235,400.67,1686.384,0.309255048,0.089681321,254.8642214,0.000943584,0.030717805,1
236,115.393,1102.167,0.298482546,0.041974024,1154.803732,0.000443137,0.021050809,1
237,200.748,1351.341,0.148996434,0.042931696,676.4214929,0.000552002,0.023494731,1
238,142.509,1125.388,0.019838759,0.043759737,1060.500644,0.000454647,0.021322444,1
239,245.399,1448.177,0.288043838,0.091222178,226.6698842,0.001020317,0.031942403,1
240,366.943,1624.452,0.559358191,0.032347315,1488.502574,0.00042707,0.020665683,1
241,343.902,1551.518,-0.002845479,0.067178105,579.5122265,0.000707867,0.026605779,1
242,102.154,1027.525,0.07132214,0.03363427,1510.03668,0.000421795,0.020537649,1
243,536.206,1860.481,0.275100146,0.066639815,1092.440154,0.000553681,0.023530425,1
244,323.409,1569.1,0.074710373,0.059439829,887.2760618,0.00051987,0.022800662,1
245,165.143,1312.671,0.402170055,0.069856729,327.6177606,0.000684847,0.02616959,1
246,250.354,1522.805,0.114912695,0.053387547,1192.855856,0.000514355,0.022679395,1
247,191.341,1239.942,0.226381586,0.026790321,1707.853925,0.000424912,0.020613402,1
248,336.462,1444.804,0.004977251,0.035720974,1418.155727,0.000428509,0.020700464,1
249,234.004,1457.444,0.081056568,0.077337624,335.0160875,0.000952456,0.030861884,1
250,355.019,1651.305,0.69971256,0.04693205,953.5302445,0.000517232,0.022742745,1
251,133.703,1144.47,0.185903489,0.037963991,1153.421493,0.000417958,0.02044403,1
252,100.402,1041.131,-0.03857056,0.031545449,1550.72973,0.000429468,0.020723619,1
253,262.562,1451.028,0.046682778,0.073151544,423.2355212,0.000681011,0.026096182,1
254,591.266,1997.629,0.322217644,0.067603095,1225.721364,0.000730648,0.027030497,1
255,255.103,1454.155,0.092075499,0.075573159,337.1833977,0.000779565,0.027920699,1
256,535.438,1875.666,0.341231738,0.061760459,542.6814672,0.000609073,0.024679404,1
257,417.349,1876.208,0.457742788,0.081308314,410.952381,0.001118632,0.033445957,1
258,492.473,1958.409,0.3103345,0.085343053,566.8095238,0.000755586,0.027487928,1
259,144.126,1137.206,0.11950093,0.04843863,1894.287645,0.000496131,0.022273992,1
260,260.983,1440.409,0.160356297,0.031213098,1788.117761,0.000474789,0.021789658,1
261,499.566,1914.818,0.242612276,0.066320174,817.7644788,0.000530181,0.023025665,1
262,331.926,1596.351,-0.059148364,0.041859242,1082.124839,0.000463759,0.021535058,1
263,1230.904,2964.921,0.3266879,0.088095004,382.3404118,0.000896105,0.029935007,1
264,1246.174,2661.509,0.094689359,0.076058806,742.3951094,0.000660389,0.025698027,1
265,356.576,1542.467,0.696399864,0.116726597,967.8983269,0.00151357,0.038904631,1
266,437.323,1883.637,0.219221091,0.052920741,1097.689833,0.000517232,0.022742745,1
267,676.259,2137.058,0.334254306,0.055276608,568.8642214,0.00063593,0.025217647,1
268,188.881,1197.523,0.044003529,0.032526371,1391.072072,0.000446733,0.02113607,1
269,229.23,1393.988,0.023570651,0.04482908,933.4633205,0.000434984,0.020856261,1
270,180.881,1346.35,0.256733375,0.060250858,623.3468468,0.000616746,0.024834378,1
271,131.738,1169.105,-0.004065255,0.038353914,1516.597169,0.000432106,0.020787162,1
272,470.843,1822.961,0.080327735,0.065174368,437.2554698,0.000767576,0.027705159,1
273,326.95,1659.373,0.19685737,0.053311402,740.8288288,0.000593007,0.024351733,1
274,118.857,1094.594,0.260991381,0.035859108,1485.97619,0.000466157,0.021590661,1
275,329.611,1602.339,0.442728934,0.06988764,399.6480051,0.000629455,0.025088949,1
276,250.349,1270.46,-0.042198685,0.040509015,1317.213642,0.000413402,0.020332297,1
277,391.643,1797.124,0.51428093,0.047983429,1106.129344,0.000475748,0.021811656,1
278,307.374,1465.531,0.544325059,0.044312669,2275.956242,0.000466876,0.021607314,1
279,205.296,1421.848,0.155703106,0.038335262,875.6653797,0.000448412,0.021175741,1
280,157.072,1196.582,0.249092439,0.031112604,1902.339768,0.000456085,0.021356155,1
281,1098.403,2858.23,0.206614295,0.095161513,209.8397683,0.001137336,0.033724411,1
282,431.098,1788.157,0.167086166,0.056784815,716.0875161,0.000592767,0.024346809,1
283,205.851,1367.214,0.049697002,0.062876353,397.8359073,0.000723214,0.026892642,1
284,719.767,2436.771,0.24438454,0.064638243,264.1402831,0.000848865,0.029135296,1
285,1249.143,2787.304,0.133540182,0.109340947,186.6969112,0.00090186,0.030030978,1
286,586.459,2050.33,0.291390181,0.084797424,208.485843,0.001019598,0.031931141,1
287,376.756,1718.196,0.198524275,0.091041692,209.7908623,0.001011445,0.03180322,1
288,763.989,1979.775,0.703420323,0.056228941,1075.483269,0.000556319,0.023586408,1
289,207.685,1166.696,0.416376133,0.024221433,3880.036036,0.000400453,0.020011334,1
290,209.471,1213.987,0.453736152,0.027792494,2762.904118,0.00040501,0.020124849,1
291,445.141,1662.126,0.263166959,0.071811502,350.541184,0.00072801,0.026981662,1
292,448.575,1788.444,0.331045286,0.061287928,335.6698842,0.000738801,0.027180889,1
293,150.543,1193.662,0.226574925,0.052927956,1105.208494,0.000475029,0.021795159,1
294,515.399,2080.281,0.310396409,0.090022074,231.2960103,0.001188172,0.034469869,1
295,210.874,1332.464,0.157545252,0.057227184,1124.874517,0.000488218,0.022095646,1
296,675.171,2086.102,0.31085805,0.063628369,884.5057915,0.000459442,0.021434609,1
297,160.577,1135.047,0.171258368,0.035569943,2036.746461,0.000454886,0.021328066,1
298,524.301,1891.779,0.344538216,0.082276128,543.0521236,0.000611231,0.024723089,1
299,201.587,1380.42,0.416584178,0.0489291,719.6132561,0.00049685,0.022290134,1
300,692.011,2147.406,0.303400916,0.066619928,558.2876448,0.000767576,0.027705159,1
301,271.022,1335.284,0.660987347,0.038747339,1016.981982,0.000461601,0.021484892,1
302,217.572,1314.756,0.261877355,0.038221331,897.1164736,0.000472151,0.021729046,1
303,356.76,1500.778,0.52718337,0.052690443,671.6287001,0.000435223,0.020862009,1
304,109.492,1015.873,0.072829521,0.048573209,1428.419562,0.000444815,0.02109064,1
305,124.516,1093.537,0.361670333,0.030648473,1943.604247,0.000420596,0.020508439,1
306,214.498,1279.627,0.163103674,0.049956941,898.8468468,0.000456325,0.021361768,1
307,740.249,2423.976,0.590479119,0.081895714,213.3951094,0.000800427,0.028291826,1
308,232.277,1522.424,0.325414334,0.054171265,662.6550837,0.000499967,0.022359951,1
309,145.405,1173.105,0.294207811,0.060808063,472.5694981,0.000535457,0.023139937,1
310,538.906,1971.992,0.212388647,0.027931256,1469.205277,0.000457284,0.021384207,1
311,419.448,1733.066,0.268936672,0.081631019,228.7528958,0.000931114,0.030514166,1
312,125.251,1097.398,0.214760562,0.031424435,1741.993565,0.000446014,0.021119045,1
313,414.041,1655.404,0.424796847,0.064832348,384.2985843,0.000684608,0.026165008,1
314,497.545,1976.02,0.257546504,0.114719672,157.0939511,0.000976915,0.031255635,1
315,459.458,1591.837,0.521415705,0.075936735,502.4851995,0.000573823,0.023954613,1
316,253.26,1536.884,0.033643722,0.101869337,452.2722008,0.000847187,0.029106476,1
317,1163.699,2853.884,0.64407864,0.078257043,583.3449163,0.000714821,0.026736146,1
318,437.452,1753.244,0.106844565,0.080247629,289.8256113,0.000766137,0.027679181,1
319,357.012,1599.31,0.212408278,0.057922366,734.8861004,0.000656792,0.025627947,1
320,750.429,2330.757,0.606226271,0.070418073,463.0990991,0.00062418,0.024983593,1
321,458.229,1586.99,0.14111538,0.077815442,263.466538,0.000882436,0.029705832,1
322,122.083,1109.763,-0.073625027,0.034258792,1673.638996,0.000416999,0.020420558,1
