,GLRLM2,GLRLM4,correlation_90,correlation_135,homogeneity_90,ASM_45,ASM_90,Label
43,1956.873,18.247,0.469033638,0.430129962,0.122683586,0.001021756,0.001078505,1
44,1419.22,25.092,0.295357005,0.226073083,0.052571145,0.000604997,0.000589254,1
45,1346.528,26.321,0.196771126,0.238857734,0.037536545,0.000468794,0.000418027,1
46,1313.834,27.051,0.263750277,0.297993267,0.042006122,0.000498289,0.00047041,1
47,1118.787,31.666,0.29451686,0.053558718,0.031894847,0.000445295,0.000412851,1
48,1315.938,27.101,0.536769219,0.449621367,0.052002534,0.000467356,0.000460679,1
49,1440.273,24.706,0.479152098,0.464990431,0.042510126,0.000470233,0.000463577,1
50,1159.381,30.575,0.432639406,0.48418038,0.037139576,0.00042707,0.000413472,1
51,1376.272,25.881,0.204406727,0.119663799,0.068334274,0.000685807,0.000704372,1
52,2113.373,16.844,0.007940199,-0.037205772,0.059157215,0.000677893,0.000584699,1
53,1639.225,21.742,0.066403351,0.133461975,0.064596685,0.000694439,0.000659443,1
54,1293.242,27.362,0.231699295,0.239171413,0.042831084,0.000458963,0.000433762,1
55,1460.307,24.368,0.50033001,0.514591017,0.075280482,0.00062442,0.000622382,1
56,2261.383,15.812,0.121832566,0.509340377,0.037350491,0.000580298,0.000558612,1
57,1328.259,26.69,0.542487178,0.320650486,0.03949889,0.000458243,0.000424859,1
58,1835.907,19.359,0.265762663,0.186471758,0.053310055,0.00058917,0.000588219,1
59,1281.838,27.698,0.133467861,-0.045493156,0.07078747,0.000746714,0.00068843,1
60,1423.041,25.089,-0.006419778,2.59E-05,0.022183643,0.000413402,0.000382001,1
61,1422.833,24.997,0.081288829,0.006707222,0.065721466,0.000669501,0.000622796,1
62,1820.143,19.486,0.42974738,0.466716309,0.067652098,0.000606435,0.000565651,1
63,1548.539,22.949,0.235269728,0.195321062,0.034884809,0.000487978,0.000452604,1
64,1869.961,19.06,0.275874628,0.16717547,0.065625835,0.000663026,0.000656752,1
65,1034.558,34.201,0.106020627,-0.063414883,0.032936753,0.000432106,0.000402706,1
66,1566.496,22.838,0.509677606,0.44633941,0.074352154,0.000544329,0.000545154,1
67,1124.364,31.613,0.380134538,0.329201766,0.062640399,0.000615068,0.000584699,1
68,1985.704,17.973,0.316764767,0.188508971,0.083078579,0.000846707,0.000821354,1
69,1274.659,27.856,0.222350779,0.365605823,0.04226389,0.000456325,0.000427965,1
70,1361.099,26.171,0.421054751,0.14068049,0.050190504,0.000593966,0.000576625,1
71,1530.845,23.259,0.106100054,0.046607461,0.049286209,0.000544569,0.000529004,1
72,2221.522,16.115,0.054243976,0.02233741,0.10720253,0.001321497,0.001244143,1
73,1485.345,23.925,0.631062675,0.514576149,0.052275327,0.000465677,0.000442458,1
74,1066.349,33.209,0.414198257,0.229260439,0.037944271,0.000417239,0.000392353,1
75,1162.019,30.49,0.176510544,0.294464972,0.062679199,0.000523707,0.000558612,1
76,1343.46,26.46,0.664724938,0.438075842,0.069934131,0.000609792,0.000564202,1
77,1075.172,33.06,0.329324039,0.313799833,0.042855157,0.000557997,0.000508713,1
78,1747.815,20.448,0.345597963,0.223102058,0.063346383,0.000682449,0.000617413,1
79,1424.812,24.957,0.492390285,0.332700807,0.047007748,0.000472151,0.000452397,1
80,2173.766,16.431,0.532843614,0.140589528,0.075837459,0.000850784,0.000815556,1
81,1985.619,17.993,0.216920542,0.219941261,0.044424552,0.000674057,0.000620726,1
82,1874.509,19.078,0.255056113,0.077922578,0.065418685,0.000571426,0.000547638,1
83,1433.593,24.791,0.435094708,0.021707563,0.082615107,0.0007165,0.000745575,1
84,1687.933,21.098,0.768532945,0.604707413,0.07554616,0.000844789,0.000748059,1
85,1420.156,25.205,0.063008936,0.155958228,0.053971971,0.000599481,0.00055944,1
86,1781.511,20.071,0.716875564,0.68859551,0.083208224,0.000633292,0.000646813,1
87,1896.68,18.846,0.085746821,0.455361936,0.081629003,0.000814575,0.000822389,1
88,1414.127,25.135,0.278623553,0.176422166,0.069676552,0.000755346,0.00073191,1
89,1412.138,25.068,0.372559247,0.185719926,0.040030506,0.000446254,0.000425481,1
90,1252.646,28.286,0.433075729,0.342247891,0.027118582,0.000409086,0.000389455,1
91,1806.757,19.679,0.657130914,0.452039811,0.082887959,0.000569507,0.00063025,1
92,2726.655,13.247,0.592397091,0.380260213,0.097933804,0.000825845,0.000848477,1
93,1778.918,20.029,0.222781198,0.129176789,0.079931022,0.000818652,0.000848477,1
94,1921.958,18.666,0.271160682,0.198839103,0.053162089,0.00056591,0.000541013,1
95,2182.812,16.388,0.04038442,0.248231873,0.07424072,0.000963966,0.000956141,1
96,1299.65,27.276,0.260112687,0.163708357,0.048321984,0.000502365,0.000475172,1
97,1717.846,20.752,0.289240565,0.144338221,0.0671326,0.000786519,0.000746196,1
98,1606.585,22.098,0.350031272,0.277652398,0.039806172,0.0004628,0.000430243,1
99,1765.812,20.137,0.196898012,0.17196596,0.066886731,0.000747433,0.000718244,1
100,1593.311,22.388,0.348266254,0.079182811,0.08327611,0.00078628,0.000782015,1
101,1459.785,24.335,0.066249317,0.123790644,0.048456522,0.000526345,0.00050333,1
102,1291.701,27.548,0.02667583,0.253876535,0.061687712,0.000606195,0.000626523,1
103,2170.307,16.433,0.229278355,0.003054102,0.060421594,0.00065871,0.000645778,1
104,1582.979,22.556,0.359918344,0.226846866,0.119011118,0.001275936,0.001355534,1
105,1586.367,22.52,0.271177845,0.373056133,0.064016372,0.00082033,0.000765658,1
106,2332.146,15.384,0.17685702,0.056919225,0.083531897,0.001023674,0.000972084,1
107,2059.209,17.321,0.443318095,0.413138241,0.107128099,0.000963247,0.000972291,1
108,1579.446,22.524,0.420008177,0.138525951,0.069800411,0.000676215,0.000669174,1
109,1698.186,20.943,0.344848058,0.136510638,0.04248727,0.000483182,0.00045219,1
110,1299.992,27.224,0.746610617,0.539740159,0.061226558,0.000489417,0.0004907,1
111,1692.532,21.033,0.490656289,0.348321662,0.077135722,0.000618665,0.000622382,1
112,2257.766,15.845,0.305420805,0.312000635,0.127354876,0.001587906,0.001550986,1
113,1738.051,20.469,0.111048274,0.065351392,0.087631825,0.001205917,0.001183478,1
114,1953.114,18.266,0.565991815,0.569454868,0.077891556,0.000696357,0.000682632,1
115,1019.982,34.783,0.03445114,-0.067808983,0.040950848,0.000506442,0.000483454,1
116,1001.299,35.391,0.323672346,0.273198131,0.030652468,0.000419637,0.000392146,1
117,1285.844,27.671,0.036602145,0.014735386,0.02790446,0.000438341,0.000420512,1
118,1735.555,20.595,0.738838754,0.650021857,0.111581124,0.000750551,0.00102488,1
119,1072.314,33.041,0.477800617,0.626399445,0.032891001,0.000411724,0.000383864,1
120,1588.414,22.368,0.004928341,0.002174365,0.03462596,0.000479585,0.00045426,1
121,2561.431,13.985,0.521708483,0.082074579,0.123333946,0.001304711,0.00133897,1
122,1948.892,18.237,0.300567089,0.07495384,0.072948399,0.000578619,0.000585735,1
123,1330.296,26.734,0.69687118,0.588440388,0.051884364,0.000457764,0.000422375,1
124,1400.764,25.394,0.074459259,0.100998174,0.058419091,0.000715301,0.000680355,1
125,1831.236,19.392,0.133105939,0.033923359,0.091317435,0.000879079,0.000949722,1
126,2070.993,17.25,0.150468866,0.055262227,0.104080921,0.00129416,0.001249733,1
127,1723.204,20.698,0.387147197,0.416035942,0.080547846,0.000647919,0.000657166,1
128,2195.946,16.234,0.355310085,0.571924444,0.070381316,0.000581737,0.000556541,1
129,2731.058,13.138,0.434807584,0.156836018,0.123732185,0.001138295,0.001267332,1
130,1849.659,19.23,0.046599695,0.169989633,0.059842219,0.0005544,0.000541841,1
131,1624.544,21.889,0.526297356,0.443326819,0.090920693,0.000813376,0.000795473,1
132,1693.977,21.133,0.262236827,0.445040722,0.070973343,0.000817692,0.000831913,1
133,2263.517,15.774,0.192298037,0.244737973,0.133776648,0.002078282,0.002210015,1
134,2055.464,17.309,0.176230566,0.072144862,0.073773037,0.000735683,0.000744539,1
135,1147.65,30.894,0.403396085,0.410563937,0.033516978,0.000423474,0.000409538,1
136,1812.543,19.723,0.410008355,0.416280494,0.080515959,0.000822488,0.000760896,1
137,1612.888,22.009,0.127842726,0.035062266,0.073261228,0.000732566,0.000730253,1
138,1277.487,27.793,0.35620673,0.401027358,0.039942906,0.000501166,0.000463991,1
139,1070.02,33.15,0.409256274,0.294351285,0.03454238,0.000419877,0.000416371,1
140,1425.744,24.923,0.332981571,0.190687801,0.039763602,0.000501166,0.000455709,1
141,2470.434,14.501,0.270521933,0.118816972,0.098488336,0.000881717,0.000951793,1
142,1721.801,20.692,0.560369302,0.649673374,0.051267268,0.000488697,0.000465441,1
143,2689.73,13.29,0.329215039,0.055662663,0.142442011,0.001726746,0.001837952,1
144,3164.219,11.377,0.253977353,0.134869572,0.069302866,0.000745515,0.000710584,1
145,1182.639,29.999,0.293861007,0.302220837,0.048163627,0.000479105,0.000455502,1
146,2015.526,17.725,0.590114552,0.701091646,0.063037756,0.000689403,0.000707478,1
147,1850.66,19.237,0.422087374,0.172454619,0.087025731,0.000844549,0.00080831,1
148,1659.658,21.388,0.526584736,0.40411777,0.049224707,0.000440019,0.000442458,1
149,1099.144,32.215,0.212809276,-0.207021857,0.031788639,0.000448652,0.000423617,1
150,2603.39,13.722,0.503144362,0.631337342,0.047537353,0.000510518,0.000508299,1
151,1901.429,18.762,0.364144947,0.170087981,0.071691115,0.000692041,0.00068698,1
152,1292.662,27.506,0.346071856,0.07530976,0.042047199,0.000456325,0.000446185,1
153,1938.443,18.344,0.177107888,0.220720224,0.058767717,0.000606915,0.000617827,1
154,2536.334,14.135,0.556529197,0.142392404,0.128395201,0.001462734,0.001530902,1
155,1546.318,22.966,0.221937984,0.102870126,0.040970787,0.000482463,0.00046689,1
156,1542.494,23.151,0.252929927,0.126922216,0.058187769,0.000655833,0.000661514,1
157,1421.108,25.044,0.218411549,0.158940364,0.037618476,0.000470952,0.000447842,1
158,1510.987,23.572,0.504270257,0.330013804,0.056490343,0.000587252,0.000591325,1
159,1154.83,30.715,0.218480075,0.266476726,0.045208394,0.000487258,0.000452811,1
160,1892.779,18.843,0.247635617,0.039801778,0.072006104,0.000802586,0.000810173,1
161,1296.276,27.308,0.515001013,0.220014786,0.051951887,0.000513875,0.000507057,1
162,1931.247,18.501,0.261488706,0.06579818,0.085413256,0.001006409,0.000938542,1
163,1392.77,25.577,0.114882176,0.098069299,0.079823844,0.000815534,0.000842472,1
164,1229.637,28.963,0.153255805,0.186190341,0.077572673,0.000870926,0.000793609,1
165,1962.81,18.217,0.439609201,0.350520396,0.129804422,0.001091536,0.001199628,1
166,1783.727,19.895,0.459570499,0.556832872,0.036826255,0.000432106,0.000414507,1
167,1549.545,23.107,-0.003828044,0.073350444,0.074747309,0.000945262,0.000976224,1
168,1258.094,28.195,0.480720004,0.145204406,0.069828839,0.000593966,0.000571448,1
169,1271.265,27.932,0.304015073,0.242536695,0.03249571,0.000414122,0.000391525,1
170,1501.945,23.675,0.184476232,0.118585689,0.031521365,0.000442657,0.000413265,1
171,1331.252,26.697,0.637011064,0.372403793,0.043337545,0.000426591,0.000425274,1
172,1295.34,27.437,0.240704503,0.34375346,0.039264732,0.000463999,0.000458608,1
173,1613.33,22.092,0.249381565,0.219335769,0.073755811,0.000839274,0.000883882,1
174,2246.48,16.011,0.043532778,0.044251936,0.052716853,0.000676694,0.000628179,1
175,1797.189,19.841,0.281300352,0.393577275,0.076289437,0.000848626,0.000838538,1
176,2019.733,17.621,0.403573327,0.452346609,0.084730264,0.000714821,0.000786984,1
177,1822.467,19.463,0.332918337,0.258491738,0.045562048,0.000498529,0.00048511,1
178,1748.304,20.405,0.452625897,0.366364087,0.085108605,0.000786759,0.000792781,1
179,1384.847,25.61,0.224827147,0.154238853,0.051951828,0.000593486,0.000569378,1
180,1993.661,17.888,0.516518903,0.501211137,0.072178143,0.000609073,0.000572898,1
181,1450.963,24.472,0.37167663,0.284332743,0.038087981,0.000470952,0.000443701,1
182,2538.936,14.119,0.33361558,0.213634121,0.09423078,0.000816014,0.000883882,1
183,1687.898,21.223,0.22274651,0.086229141,0.036302568,0.000558717,0.000509542,1
184,1849.019,19.349,0.446356437,0.198598028,0.082605804,0.000741199,0.000744746,1
185,1674.847,21.252,0.198733217,0.251302352,0.042651324,0.00046208,0.000444322,1
186,1310.462,27.129,0.463285252,0.324887966,0.06194944,0.000657991,0.000606232,1
187,2465.828,14.542,0.308868632,0.09611391,0.134515503,0.001567284,0.00163898,1
188,1603.414,22.183,0.202814999,0.095141197,0.059698717,0.000593486,0.000609338,1
189,1201.271,29.52,0.149651539,0.099036199,0.04292305,0.000515314,0.000486766,1
190,1862.108,19.148,0.177681026,0.046963169,0.059014097,0.000671659,0.000738121,1
191,2846.439,12.642,0.467862795,0.396091161,0.094059523,0.000853901,0.000787398,1
192,1882.328,18.904,0.510678745,0.378961512,0.045447819,0.000478626,0.000475379,1
193,1680.97,21.228,0.496993197,0.273607006,0.06751529,0.000602359,0.000577039,1
194,1509.992,23.623,0.216238566,0.101615223,0.095078233,0.000962527,0.001010594,1
195,1190.148,29.833,-0.028417474,-0.073841735,0.027170237,0.000429948,0.000401049,1
196,1900.021,18.674,0.062535672,0.08152598,0.064263169,0.0007165,0.000718866,1
197,1408.683,25.26,0.285995975,0.120333421,0.042190578,0.000463279,0.00043956,1
198,1476.176,24.148,-0.081206176,0.003335411,0.032736202,0.000466157,0.000450326,1
199,1136.529,31.15,0.464090189,0.293649492,0.034470157,0.000424433,0.000397529,1
200,1213.492,29.285,0.127921253,0.112049239,0.04182751,0.000525385,0.000495669,1
201,1125.953,31.485,0.384314397,0.115523497,0.034080066,0.000443137,0.000424859,1
202,1336.466,26.64,0.170067096,0.117854706,0.040405439,0.000528263,0.000505608,1
203,2345.457,15.197,0.21093768,0.198338677,0.095116923,0.000966364,0.000999414,1
204,1008.072,35.184,0.127871318,-0.108154053,0.036239969,0.000468075,0.000449912,1
205,1266.443,28.066,0.355190158,0.187686261,0.064198718,0.00065895,0.000632734,1
206,1435.353,24.684,0.45598362,0.197251113,0.052803378,0.000480304,0.000489458,1
207,1392.763,25.495,0.374142819,-0.026905017,0.040640614,0.000445534,0.000415749,1
208,1450.062,24.453,0.422145109,0.399228263,0.044043079,0.000410285,0.000395045,1
209,1879.695,19.021,0.39997143,0.104194163,0.129917597,0.001582151,0.001558232,1
210,1661.326,21.369,0.506897576,0.378506908,0.032028494,0.000415081,0.000391732,1
211,1646.654,21.7,0.35562611,0.165545239,0.073345442,0.000692041,0.000719073,1
212,1969.801,18.087,0.229943954,0.226078719,0.092286995,0.001034944,0.00112799,1
213,1274.491,27.92,0.426448235,0.088571096,0.05013836,0.000516753,0.000498154,1
214,2659.807,13.497,0.186632847,0.178147719,0.139500724,0.002041833,0.001990131,1
215,1331.89,26.663,0.578045115,0.292642314,0.076499476,0.000627057,0.000613893,1
216,1531.025,23.179,0.483849993,0.49472332,0.043697966,0.000452968,0.000430243,1
217,1522.115,23.378,0.368017332,0.068790933,0.086463448,0.000713383,0.000825702,1
218,1493.425,23.91,0.052105027,0.169223934,0.075834061,0.000869248,0.000839781,1
219,1963.435,18.192,0.213881073,0.071485208,0.064017824,0.000781724,0.000757169,1
220,1300.765,27.351,0.184105689,0.160752307,0.042912888,0.000513875,0.000482833,1
221,1222.721,29.03,0.382662282,0.190430695,0.033944184,0.000441218,0.000406639,1
222,2031.026,17.62,0.356939209,0.289060504,0.0777415,0.00083232,0.000836261,1
223,3046.686,11.775,0.247178623,0.288436967,0.131915664,0.00146729,0.001444771,1
224,1799.077,19.875,0.073538599,0.14587503,0.08310978,0.000906416,0.000918044,1
225,1875.722,18.951,0.272107894,0.638555546,0.064263704,0.000626578,0.000615756,1
226,2393.433,14.988,0.532240708,0.542241688,0.1135346,0.001081224,0.001114739,1
227,1453.731,24.383,0.50241923,0.474908015,0.039440183,0.000469034,0.000449291,1
228,1270.545,27.881,0.342315198,0.078586259,0.037507582,0.00045081,0.00041989,1
229,1157.506,30.743,0.049587082,0.01447376,0.032893547,0.000449371,0.000421961,1
230,1043.071,34.049,0.168659807,0.259646224,0.034563363,0.00048534,0.000483454,1
231,1477.194,24.035,0.291205447,0.335842,0.042218106,0.000428749,0.000419476,1
232,1530.928,23.18,0.210294051,0.258644689,0.066812624,0.000576941,0.000522171,1
233,2527.541,14.134,0.411686742,0.358227062,0.086622222,0.000715301,0.000706857,1
234,1313.06,26.997,0.28620009,0.223934234,0.056280244,0.000546727,0.000568964,1
235,1686.384,21.171,0.373823731,0.443732797,0.089681321,0.000872365,0.000873943,1
236,1102.167,32.204,0.416275646,0.12514852,0.041974024,0.000463999,0.000443908,1
237,1351.341,26.372,0.231323813,0.183276429,0.042931696,0.000544089,0.000531281,1
238,1125.388,31.468,0.382360768,0.031980856,0.043759737,0.000458963,0.000426723,1
239,1448.177,24.623,0.287766392,0.237416778,0.091222178,0.00105125,0.000999414,1
240,1624.452,21.93,0.625441565,0.626963648,0.032347315,0.000421315,0.000391318,1
241,1551.518,22.948,0.05844761,-0.083376353,0.067178105,0.000772851,0.000722385,1
242,1027.525,34.433,0.28534597,0.271621072,0.03363427,0.000428749,0.000391318,1
243,1860.481,19.19,0.366004798,0.416714058,0.066639815,0.000561114,0.000552193,1
244,1569.1,22.629,0.244552988,0.180958084,0.059439829,0.000510758,0.000510784,1
245,1312.671,27.067,0.391814524,0.33133133,0.069856729,0.000690842,0.000667725,1
246,1522.805,23.448,0.11586525,-0.02106531,0.053387547,0.000529222,0.000521757,1
247,1239.942,28.557,0.254271793,0.262246267,0.026790321,0.000432825,0.000408089,1
248,1444.804,24.559,0.325263501,0.285736628,0.035720974,0.000412443,0.000414507,1
249,1457.444,24.385,0.07909793,0.16883164,0.077337624,0.000896584,0.000944546,1
250,1651.305,21.556,0.753611206,0.776351001,0.04693205,0.000474789,0.000472894,1
251,1144.47,30.987,0.575181895,0.250053663,0.037963991,0.000414361,0.000397943,1
252,1041.131,34.051,0.366114469,0.259273704,0.031545449,0.000432586,0.000393803,1
253,1451.028,24.507,0.286936548,0.191690259,0.073151544,0.000650317,0.000694434,1
254,1997.629,17.839,0.39886964,0.000116577,0.067603095,0.000868289,0.000772905,1
255,1454.155,24.45,0.152797277,0.125590243,0.075573159,0.000804744,0.000778702,1
256,1875.666,19.069,0.210815508,0.057388347,0.061760459,0.000671419,0.000629007,1
257,1876.208,19.193,0.133894565,0.628475475,0.081308314,0.000954614,0.000923428,1
258,1958.409,18.13,0.45592633,0.312250962,0.085343053,0.00077405,0.000769178,1
259,1137.206,31.214,0.014782998,-0.076737094,0.04843863,0.000448172,0.000461093,1
260,1440.409,24.667,-0.004678622,-0.211390545,0.031213098,0.000455606,0.000440181,1
261,1914.818,18.674,0.478725196,0.323587054,0.066320174,0.000548645,0.000551158,1
262,1596.351,22.231,0.448652135,0.010685503,0.041859242,0.000479105,0.000440595,1
263,2964.921,12.107,0.375331849,0.394755371,0.088095004,0.000699475,0.000748059,1
264,2661.509,13.564,0.308229191,0.724480546,0.076058806,0.000536656,0.000632527,1
265,1542.467,23.049,0.804388587,0.714205559,0.116726597,0.002105618,0.001716416,1
266,1883.637,18.896,0.109979873,-0.022849701,0.052920741,0.000535217,0.000505815,1
267,2137.058,16.918,0.177396193,0.093593452,0.055276608,0.000661348,0.000642258,1
268,1197.523,29.58,0.154499865,0.009063932,0.032526371,0.000475988,0.000424238,1
269,1393.988,25.45,0.569191416,0.151793084,0.04482908,0.000475988,0.00044163,1
270,1346.35,26.413,0.295397614,0.337048424,0.060250858,0.000592767,0.000594638,1
271,1169.105,30.334,0.417921257,0.348876241,0.038353914,0.000428509,0.000404983,1
272,1822.961,19.627,0.157250296,0.210748199,0.065174368,0.000819851,0.000791746,1
273,1659.373,21.371,0.103491686,0.066822087,0.053311402,0.000559916,0.000542048,1
274,1094.594,32.646,0.045648537,0.015934669,0.035859108,0.000458483,0.00043604,1
275,1602.339,22.229,0.741235606,0.459331626,0.06988764,0.000642884,0.000642051,1
276,1270.46,27.863,0.493551215,0.000374581,0.040509015,0.000422994,0.000418648,1
277,1797.124,19.801,0.689532787,0.487836294,0.047983429,0.000512437,0.000458608,1
278,1465.531,24.192,0.582035552,0.503186479,0.044312669,0.000516753,0.000447221,1
279,1421.848,24.96,0.435711523,0.25831603,0.038335262,0.000472631,0.000441216,1
280,1196.582,29.704,-0.127395205,-0.15569613,0.031112604,0.000457045,0.000420926,1
281,2858.23,12.535,0.306234265,0.024278425,0.095161513,0.001149805,0.001160289,1
282,1788.157,19.933,0.395434962,0.316283951,0.056784815,0.000570706,0.000564616,1
283,1367.214,26.05,0.173464984,0.039458349,0.062876353,0.00075127,0.000714518,1
284,2436.771,14.744,0.203519283,-0.005974864,0.064638243,0.000887952,0.000878084,1
285,2787.304,12.896,0.525783872,0.117083751,0.109340947,0.000937349,0.000953242,1
286,2050.33,17.426,0.312819336,0.377807237,0.084797424,0.00101648,0.000992995,1
287,1718.196,20.719,0.212248589,0.158629911,0.091041692,0.00101672,0.001030264,1
288,1979.775,18.098,0.222075653,0.20597426,0.056228941,0.000665664,0.000556955,1
289,1166.696,30.614,0.046912261,-0.039347201,0.024221433,0.000399015,0.000379309,1
290,1213.987,29.29,0.043089638,-0.109212364,0.027792494,0.000412443,0.0003996,1
291,1662.126,21.503,0.285608439,0.277342294,0.071811502,0.000715781,0.000719901,1
292,1788.444,19.932,0.354498365,0.286447223,0.061287928,0.000757984,0.000728183,1
293,1193.662,29.761,0.334422302,0.241428981,0.052927956,0.000501646,0.000462749,1
294,2080.281,17.248,-0.005770996,0.195101381,0.090022074,0.00123637,0.001062356,1
295,1332.464,26.636,0.375194161,0.301284266,0.057227184,0.000463999,0.000469167,1
296,2086.102,17.152,0.575606048,0.33087925,0.063628369,0.000499967,0.00047393,1
297,1135.047,31.223,0.270757261,0.298876561,0.035569943,0.000436422,0.000416992,1
298,1891.779,18.855,0.599092511,0.338043891,0.082276128,0.000697556,0.000636875,1
299,1380.42,25.748,0.536838065,0.478888726,0.0489291,0.000475988,0.000473308,1
300,2147.406,16.674,0.093454968,0.085212343,0.066619928,0.000719378,0.000725905,1
301,1335.284,26.548,0.554207162,0.622978529,0.038747339,0.00043954,0.000418855,1
302,1314.756,26.956,0.401071102,0.273011591,0.038221331,0.000445774,0.000442251,1
303,1500.778,23.777,0.770208897,0.670558187,0.052690443,0.000448412,0.000441837,1
304,1015.873,34.864,0.296253926,0.243994988,0.048573209,0.000445055,0.000439146,1
305,1093.537,32.512,0.153071812,0.085825297,0.030648473,0.000433065,0.000415128,1
306,1279.627,27.724,0.564195234,0.298564676,0.049956941,0.000469514,0.0004613,1
307,2423.976,14.862,0.465550142,0.361809909,0.081895714,0.000807142,0.000830464,1
308,1522.424,23.342,0.498065422,0.246328649,0.054171265,0.000518431,0.000508299,1
309,1173.105,30.247,0.545858871,0.282687595,0.060808063,0.00058989,0.000561096,1
310,1971.992,18.066,0.083286204,-0.13647329,0.027931256,0.000463039,0.000453225,1
311,1733.066,20.544,0.213315454,0.200464934,0.081631019,0.000979313,0.000935643,1
312,1097.398,32.338,0.022753217,-0.099855508,0.031424435,0.00043954,0.00043604,1
313,1655.404,21.521,0.487666248,0.49360944,0.064832348,0.000678133,0.00066876,1
314,1976.02,18.079,0.659227837,0.403024116,0.114719672,0.000918405,0.001021154,1
315,1591.837,22.36,0.808984461,0.664261062,0.075936735,0.000525385,0.000538735,1
316,1536.884,23.193,0.108839148,0.306943255,0.101869337,0.000783162,0.000824459,1
317,2853.884,12.549,0.719506335,0.804100516,0.078257043,0.000688444,0.000696298,1
318,1753.244,20.327,0.598960031,0.130480221,0.080247629,0.000782683,0.000853032,1
319,1599.31,22.234,0.246199361,0.342249835,0.057922366,0.000631613,0.000620518,1
320,2330.757,15.331,0.65348547,0.579812556,0.070418073,0.000610032,0.000613272,1
321,1586.99,22.485,0.26282189,-0.030895573,0.077815442,0.000896824,0.000868974,1
