,GLRLM2,GLRLM4,correlation_135,contrast_90,contrast_135,energy_45,energy_90,energy_135,Label
45,1346.528,26.321,0.238857734,1353.063063,1216.938366,0.02165166,0.020445708,0.021751106,1
46,1313.834,27.051,0.297993267,911.9195624,916.6433518,0.022322384,0.021688931,0.021904904,1
47,1118.787,31.666,0.053558718,1664.234234,2295.625346,0.021102007,0.02031873,0.020936588,1
48,1315.938,27.101,0.449621367,1418.164736,1681.632964,0.021618409,0.021463424,0.021045113,1
49,1440.273,24.706,0.464990431,845.542471,838.434903,0.021684859,0.021530843,0.02165166,1
50,1159.381,30.575,0.48418038,1758.493565,1556.397507,0.020665683,0.020334009,0.020856261,1
51,1376.272,25.881,0.119663799,407.9066924,464.2188366,0.026187909,0.026540014,0.0264793,1
52,2113.373,16.844,-0.037205772,867.0900901,938.4909972,0.026036387,0.024180559,0.024795725,1
53,1639.225,21.742,0.133461975,501.1891892,473.1440443,0.026352213,0.025679627,0.0260732,1
54,1293.242,27.362,0.239171413,1402.714286,1402.112881,0.021423419,0.020826966,0.021181402,1
55,1460.307,24.368,0.514591017,313.8886744,306.3691136,0.024988391,0.024947583,0.025609227,1
56,2261.383,15.812,0.509340377,866.984556,493.1108033,0.024089373,0.023634965,0.025222401,1
57,1328.259,26.69,0.320650486,1019.196268,1533.936981,0.021406623,0.02061212,0.020999486,1
58,1835.907,19.359,0.186471758,484.6711712,558.6738227,0.024272828,0.024253231,0.024371419,1
59,1281.838,27.698,-0.045493156,483.3153153,614.7375346,0.027326066,0.026237945,0.025962603,1
60,1423.041,25.089,2.59e-05,2494.982625,2407.204294,0.020332297,0.019544842,0.020502592,1
61,1422.833,24.997,0.006707222,559.1415701,613.5027701,0.025874711,0.024955881,0.025425983,1
62,1820.143,19.486,0.466716309,437.4684685,407.4328255,0.024625906,0.023783422,0.024454908,1
63,1548.539,22.949,0.195321062,1193.98906,1292.696676,0.022090219,0.021274486,0.021640582,1
64,1869.961,19.06,0.16717547,505.3957529,600.8455679,0.025749297,0.025627166,0.025520119,1
65,1034.558,34.201,-0.063414883,1875.018018,2227.001385,0.020787162,0.020067524,0.021010902,1
66,1566.496,22.838,0.44633941,480.0933076,541.6101108,0.023330859,0.023348523,0.023510035,1
67,1124.364,31.613,0.329201766,437.3873874,460.3012465,0.02480056,0.024180559,0.024872971,1
68,1985.704,17.973,0.188508971,284.2091377,340.2409972,0.029098236,0.028659268,0.028346864,1
69,1274.659,27.856,0.365605823,1380.307593,1171.087258,0.021361768,0.02068732,0.021423419,1
70,1361.099,26.171,0.14068049,615.453668,859.4951524,0.024371419,0.024013009,0.023914538,1
71,1530.845,23.259,0.046607461,756.2187902,796.1599723,0.023335998,0.023000085,0.023540614,1
72,2221.522,16.115,0.02233741,367.8365508,349.0283934,0.036352394,0.035272406,0.035035666,1
73,1485.345,23.925,0.514576149,788.4060489,1007.547784,0.021579552,0.021034696,0.021423419,1
74,1066.349,33.209,0.229260439,1539.553411,2081.388504,0.020426428,0.019807907,0.020379417,1
75,1162.019,30.49,0.294464972,796.3397683,680.6578947,0.022884642,0.023634965,0.023046484,1
76,1343.46,26.46,0.438075842,357.547619,594.5796399,0.024693974,0.023752933,0.024124188,1
77,1075.172,33.06,0.313799833,594.3893179,611.8635734,0.023621964,0.022554675,0.023510035,1
78,1747.815,20.448,0.223102058,524.7252252,619.2299169,0.026123734,0.024847792,0.025045902,1
79,1424.812,24.957,0.332700807,864.0759331,1121.496537,0.021729046,0.021269619,0.021921318,1
80,2173.766,16.431,0.140589528,409.997426,645.6952909,0.029168199,0.028557947,0.028854109,1
81,1985.619,17.993,0.219941261,489.3738739,498.8760388,0.025962603,0.024914364,0.025146229,1
82,1874.509,19.078,0.077922578,738.8693694,948.4051247,0.023904509,0.023401669,0.0238543,1
83,1433.593,24.791,0.021707563,290.8667954,511.8767313,0.026767518,0.027305212,0.026812272,1
84,1687.933,21.098,0.604707413,1232.124196,2142.276316,0.029065255,0.02735067,0.02488261,1
85,1420.156,25.205,0.155958228,776.3481338,731.2409972,0.024484307,0.023652479,0.024099325,1
86,1781.511,20.071,0.68859551,223.3880309,246.1288089,0.025165294,0.025432526,0.026384042,1
87,1896.68,18.846,0.455361936,723.7445302,422.450831,0.028540763,0.028677323,0.029270781,1
88,1414.127,25.135,0.176422166,403.1287001,484.7583102,0.027483566,0.027053826,0.027273364,1
89,1412.138,25.068,0.185719926,1230.554698,1605.967452,0.021124722,0.020627182,0.020919401,1
90,1252.646,28.286,0.342247891,1907.45045,2239.707756,0.020225875,0.019734603,0.020124849,1
91,1806.757,19.679,0.452039811,626.8288288,1002.594183,0.02386435,0.025104774,0.025430698,1
92,2726.655,13.247,0.380260213,274.7599743,427.5235457,0.028737526,0.029128624,0.028729181,1
93,1778.918,20.029,0.129176789,305.2072072,355.6932133,0.028612089,0.029128624,0.028658146,1
94,1921.958,18.666,0.198839103,692.5675676,775.849723,0.02378887,0.023259678,0.023479416,1
95,2182.812,16.388,0.248231873,308.1274131,238.5207756,0.0310478,0.030921528,0.030873536,1
96,1299.65,27.276,0.163708357,805.9916345,915.5685596,0.022413507,0.021798436,0.022568104,1
97,1717.846,20.752,0.144338221,375.1158301,422.4307479,0.028044954,0.027316583,0.028126064,1
98,1606.585,22.098,0.277652398,1059.813385,1203.704986,0.021512776,0.020742293,0.021535058,1
99,1765.812,20.137,0.17196596,408.5965251,424.1177285,0.027339226,0.026800083,0.026901558,1
100,1593.311,22.388,0.079182811,268.7850708,379.7278393,0.028040678,0.027964527,0.028062049,1
101,1459.785,24.335,0.123790644,988.7805663,943.2098338,0.022942201,0.02243502,0.022647653,1
102,1291.701,27.548,0.253876535,636.6518662,491.300554,0.024621037,0.025030438,0.025477801,1
103,2170.307,16.433,0.003054102,605.4195624,731.1433518,0.025665347,0.025412166,0.025925632,1
104,1582.979,22.556,0.226846866,117.3050193,147.9376731,0.035720246,0.036817573,0.035807409,1
105,1586.367,22.52,0.373056133,359.8507079,306.7119114,0.028641407,0.027670528,0.028240926,1
106,2332.146,15.384,0.056919225,231.2136422,265.8642659,0.03199491,0.031178254,0.031040076,1
107,2059.209,17.321,0.413138241,216.1570142,247.5865651,0.031036213,0.031181574,0.030281456,1
108,1579.446,22.524,0.138525951,372.0534106,592.9875346,0.026004132,0.025868406,0.024547883,1
109,1698.186,20.943,0.136510638,969.027027,1279.454294,0.021981399,0.021264751,0.022139013,1
110,1299.992,27.224,0.539740159,790.003861,1358.700139,0.02212276,0.022151756,0.021646121,1
111,1692.532,21.033,0.348321662,350.7335907,436.2901662,0.024872971,0.024947583,0.025160529,1
112,2257.766,15.845,0.312000635,96.27734878,96.11842105,0.039848538,0.039382555,0.040133357,1
113,1738.051,20.469,0.065351392,186.5019305,201.1232687,0.034726309,0.034401715,0.033958242,1
114,1953.114,18.266,0.569454868,389.0804376,377.8490305,0.026388586,0.026127236,0.026420371,1
115,1019.982,34.783,-0.067808983,1257.879022,1410.024931,0.022504262,0.02198758,0.022090219,1
116,1001.299,35.391,0.273198131,1722.554054,1856.237535,0.020485041,0.01980268,0.020595945,1
117,1285.844,27.671,0.014735386,1829.932432,1783.647507,0.020936588,0.020506378,0.020740968,1
118,1735.555,20.595,0.650021857,442.8597169,591.300554,0.027396178,0.032013753,0.028091941,1
119,1072.314,33.041,0.626399445,1674.644144,1221.046399,0.020290977,0.019592455,0.020694671,1
120,1588.414,22.368,0.002174365,1355.752252,1362.112881,0.02189943,0.021313379,0.02189943,1
121,2561.431,13.985,0.082074579,204.6229086,419.8704986,0.036120784,0.036591939,0.033204909,1
122,1948.892,18.237,0.07495384,656.6737452,884.0055402,0.024054508,0.024201956,0.023924563,1
123,1330.296,26.734,0.588440388,1066.460103,1310.515235,0.021395418,0.020551762,0.021745593,1
124,1400.764,25.394,0.100998174,465.4440154,469.2313019,0.026745113,0.026083614,0.026334007,1
125,1831.236,19.392,0.033923359,292.6512227,345.8947368,0.029649272,0.030817568,0.029818629,1
126,2070.993,17.25,0.055262227,237.6274131,267.4757618,0.035974438,0.035351562,0.034802184,1
127,1723.204,20.698,0.416035942,481.0341055,442.632964,0.02545426,0.025635244,0.027666183,1
128,2195.946,16.234,0.571924444,588.1209781,402.6322715,0.024119217,0.023591123,0.024572292,1
129,2731.058,13.138,0.156836018,156.51287,236.465374,0.033738629,0.035599605,0.03317601,1
130,1849.659,19.23,0.169989633,806.0997426,697.8905817,0.023545706,0.023277474,0.023662534,1
131,1624.544,21.889,0.443326819,266.6962677,317.0283934,0.028519751,0.028204127,0.028036402,1
132,1693.977,21.133,0.445040722,656.6473616,461.1495845,0.028595322,0.028842902,0.029717938,1
133,2263.517,15.774,0.244737973,131.001287,128.1142659,0.045588175,0.047010794,0.047441464,1
134,2055.464,17.309,0.072144862,415.0456885,467.765928,0.027123485,0.027286248,0.027119064,1
135,1147.65,30.894,0.410563937,1673.819176,1659.162742,0.020578474,0.020237047,0.020479187,1
136,1812.543,19.723,0.416280494,257.1010296,246.3642659,0.028679057,0.027584344,0.028313007,1
137,1612.888,22.009,0.035062266,417.954955,472.5941828,0.027065959,0.027023196,0.026397671,1
138,1277.487,27.793,0.401027358,885.963964,814.7319945,0.022386745,0.021540457,0.021986853,1
139,1070.02,33.15,0.294351285,1259.149936,1559.796399,0.020490893,0.020405161,0.020560987,1
140,1425.744,24.923,0.190687801,1198.142857,1402.413435,0.022386745,0.021347352,0.021992305,1
141,2470.434,14.501,0.118816972,276.3597169,353.4196676,0.029693721,0.030851142,0.030186281,1
142,1721.801,20.692,0.649673374,896.527027,667.6198061,0.022106495,0.021574073,0.02284269,1
143,2689.73,13.29,0.055662663,101.2123552,147.3054017,0.041554132,0.042871344,0.040303281,1
144,3164.219,11.377,0.134869572,363.9813385,422.0720222,0.027304119,0.026656776,0.026713714,1
145,1182.639,29.999,0.302220837,1238.653797,1274.609418,0.021888477,0.021342502,0.022024992,1
146,2015.526,17.725,0.701091646,635.4465894,394.182133,0.026256494,0.026598459,0.027618472,1
147,1850.66,19.237,0.172454619,375.2445302,549.0969529,0.029061129,0.028430788,0.027172066,1
148,1659.658,21.388,0.40411777,1068.353925,1241.563019,0.020976636,0.021034696,0.021328066,1
149,1099.144,32.215,-0.207021857,1561.621622,2448.115651,0.021181402,0.020581963,0.020787162,1
150,2603.39,13.722,0.631337342,692.6743887,529.7001385,0.022594651,0.022545493,0.023443644,1
151,1901.429,18.762,0.170087981,671.4292149,791.9536011,0.026306676,0.026210311,0.025874711,1
152,1292.662,27.506,0.07530976,1113.680824,1611.880886,0.021361768,0.021123099,0.021050809,1
153,1938.443,18.344,0.220720224,627.0553411,619.7091413,0.024635642,0.024856123,0.025435412,1
154,2536.334,14.135,0.142392404,122.2097812,247.1412742,0.03824571,0.039126744,0.04010945,1
155,1546.318,22.966,0.102870126,1480.839768,1651.879501,0.02196503,0.021607636,0.021888477,1
156,1542.494,23.151,0.126922216,435.3706564,503.2666205,0.025609227,0.025719908,0.02577722,1
157,1421.108,25.044,0.158940364,1126.782497,1253.159972,0.02170144,0.02116227,0.021585107,1
158,1510.987,23.572,0.330013804,458.4330759,641.4106648,0.02423328,0.024317173,0.024621037,1
159,1154.83,30.715,0.266476726,1212.900257,1153.759695,0.02207393,0.021279351,0.021712487,1
160,1892.779,18.843,0.039801778,298.0810811,396.1177285,0.028329941,0.02846354,0.028185681,1
161,1296.276,27.308,0.220014786,664.7149292,1111.815097,0.022668819,0.022517926,0.022726924,1
162,1931.247,18.501,0.06579818,233.8063063,296.0242382,0.031723953,0.030635632,0.031163435,1
163,1392.77,25.577,0.098069299,295.5649936,311.7770083,0.028557562,0.029025375,0.028953663,1
164,1229.637,28.963,0.186190341,345.5926641,328.9279778,0.029511462,0.028171074,0.029519587,1
165,1962.81,18.217,0.350520396,154.7104247,177.3635734,0.033038395,0.034635641,0.033277046,1
166,1783.727,19.895,0.556832872,1199.339768,1017.781856,0.020787162,0.020359449,0.021260501,1
167,1549.545,23.107,0.073350444,401.7992278,372.3067867,0.030745115,0.03124459,0.030285415,1
168,1258.094,28.195,0.145204406,447.1724582,758.5339335,0.024371419,0.023904988,0.023708092,1
169,1271.265,27.932,0.242536695,2111.259974,2316.352493,0.02034998,0.019786991,0.020613402,1
170,1501.945,23.675,0.118585689,1642.832046,1838.416898,0.021039415,0.020328918,0.020723619,1
171,1331.252,26.697,0.372403793,1205.241313,2109.897507,0.020654077,0.020622163,0.020537649,1
172,1295.34,27.437,0.34375346,931.4671815,806.865651,0.021540625,0.021415137,0.022241672,1
173,1613.33,22.092,0.219335769,483.6750322,451.6475069,0.028970223,0.029730148,0.029657359,1
174,2246.48,16.011,0.044251936,724.4459459,690.3767313,0.026013352,0.025063503,0.025883977,1
175,1797.189,19.841,0.393577275,297.458816,251.2292244,0.029131181,0.028957529,0.030042953,1
176,2019.733,17.621,0.452346609,357.8371943,340.5810249,0.026736146,0.028053233,0.028443979,1
177,1822.467,19.463,0.258491738,839.3474903,941.0152355,0.022327755,0.022025214,0.022884642,1
178,1748.304,20.405,0.366364087,237.8989704,261.5429363,0.028049229,0.02815637,0.028185681,1
179,1384.847,25.61,0.154238853,564.0862291,630.2354571,0.024361578,0.023861642,0.023934584,1
180,1993.661,17.888,0.501211137,575.515444,609.1253463,0.024679404,0.023935283,0.023879418,1
181,1450.963,24.472,0.284332743,1585.305019,1836.662742,0.02170144,0.021064205,0.021784154,1
182,2538.936,14.119,0.213634121,320.3828829,385.4591413,0.028565957,0.029730148,0.029373006,1
183,1687.898,21.223,0.086229141,1024.361004,1163.484765,0.023637186,0.022573027,0.022999615,1
184,1849.019,19.349,0.198598028,408.6312741,602.5955679,0.027224964,0.027290042,0.028113273,1
185,1674.847,21.252,0.251302352,1283.561133,1235.671053,0.02149605,0.021078944,0.021501627,1
186,1310.462,27.129,0.324887966,415.3622909,533.9598338,0.025651329,0.024621784,0.02482955,1
187,2465.828,14.542,0.09611391,120.1248391,168.7548476,0.039588936,0.040484323,0.037270874,1
188,1603.414,22.183,0.095141197,590.8281853,709.2278393,0.024361578,0.024684772,0.024287643,1
189,1201.271,29.52,0.099036199,946.4111969,1049.069945,0.022700531,0.022062783,0.022472272,1
190,1862.108,19.148,0.046963169,501.3732304,606.3448753,0.025916381,0.027168381,0.026928285,1
191,2846.439,12.642,0.396091161,314.46139,371.6135734,0.029221587,0.028060613,0.027361144,1
192,1882.328,18.904,0.378961512,826.6879022,1054.277701,0.021877519,0.021803184,0.022220099,1
193,1680.97,21.228,0.273607006,448.3610039,619.7860111,0.024542999,0.02402163,0.023687855,1
194,1509.992,23.623,0.101615223,233.8494208,273.800554,0.031024622,0.031789844,0.030807447,1
195,1190.148,29.833,-0.073841735,2103.047619,2209.666898,0.020735187,0.020026211,0.02035587,1
196,1900.021,18.674,0.08152598,563.5933076,573.0152355,0.026767518,0.026811669,0.027255774,1
197,1408.683,25.26,0.120333421,1369.068211,1734.932133,0.02152392,0.020965682,0.02131682,1
198,1476.176,24.148,0.003335411,1501.30888,1384.621191,0.021590661,0.021220891,0.021646121,1
199,1136.529,31.15,0.293649492,1776.777992,2367.753463,0.020601766,0.019938138,0.020379417,1
200,1213.492,29.285,0.112049239,912.5302445,934.0124654,0.022921287,0.022263634,0.022805919,1
201,1125.953,31.485,0.115523497,1275.09009,1808.90374,0.021050809,0.02061212,0.020913669,1
202,1336.466,26.64,0.117854706,724.3397683,761.1980609,0.022983971,0.022485721,0.022926517,1
203,2345.457,15.197,0.198338677,299.47426,316.0831025,0.031086393,0.031613504,0.03215937,1
204,1008.072,35.184,-0.108154053,1307.104247,1695.660665,0.021635041,0.021211132,0.021629498,1
205,1266.443,28.066,0.187686261,367.9111969,471.3573407,0.025670018,0.025154209,0.026251927,1
206,1435.353,24.684,0.197251113,837.6428571,1296.317175,0.021915848,0.022123698,0.021322444,1
207,1392.763,25.495,-0.026905017,1353.136422,2198.184211,0.021107688,0.020389935,0.020867755,1
208,1450.062,24.453,0.399228263,2477.436293,2550.866343,0.020255493,0.019875734,0.020890725,1
209,1879.695,19.021,0.104194163,87.58236808,125.3462604,0.039776262,0.039474451,0.039297122,1
210,1661.326,21.369,0.378506908,2738.142857,3282.08518,0.020373533,0.019792222,0.020332297,1
211,1646.654,21.7,0.165545239,401.6602317,535.9265928,0.026306676,0.02681553,0.027114643,1
212,1969.801,18.087,0.226078719,190.6209781,197.9168975,0.032170553,0.033585556,0.033767046,1
213,1274.491,27.92,0.088571096,820.4916345,1200.738227,0.022732199,0.022319363,0.022663529,1
214,2659.807,13.497,0.178147719,104.6229086,106.849723,0.045186649,0.044610888,0.045748323,1
215,1331.89,26.663,0.292642314,464.52574,815.4958449,0.025041115,0.024776864,0.023884438,1
216,1531.025,23.179,0.49472332,884.6087516,865.6149584,0.021283046,0.020742293,0.021596213,1
217,1522.115,23.378,0.068790933,305.7046332,475.031856,0.026709225,0.028735024,0.027648843,1
218,1493.425,23.91,0.169223934,423.2258687,345.6904432,0.02948301,0.028978971,0.029661401,1
219,1963.435,18.192,0.071485208,308.0482625,371.7209141,0.02795932,0.027516708,0.028321475,1
220,1300.765,27.351,0.160752307,1101.985199,1150.861496,0.022668819,0.021973451,0.022753286,1
221,1222.721,29.03,0.190430695,1526.15444,2052.32687,0.021005195,0.020165302,0.020694671,1
222,2031.026,17.62,0.289060504,232.7599743,262.7562327,0.028849953,0.028918177,0.029568285,1
223,3046.686,11.775,0.288436967,147.023166,139.2873961,0.038305227,0.03801014,0.038392767,1
224,1799.077,19.875,0.14587503,358.1087516,306.7091413,0.030106738,0.030299247,0.031059383,1
225,1875.722,18.951,0.638555546,886.8841699,406.4584488,0.025031537,0.024814439,0.026533579,1
226,2393.433,14.988,0.542241688,220.7200772,206.0394737,0.032881977,0.033387701,0.034469869,1
227,1453.731,24.383,0.474908015,981.0508366,1084.537396,0.021657196,0.021196485,0.021220988,1
228,1270.545,27.881,0.078586259,1119.799228,1521.275623,0.021232285,0.020491227,0.02119272,1
229,1157.506,30.743,0.01447376,1596.872587,1654.795014,0.021198377,0.020541686,0.021158748,1
230,1043.071,34.049,0.259646224,935.8751609,847.0484765,0.022030435,0.02198758,0.022584036,1
231,1477.194,24.035,0.335842,1497.292149,1462.363573,0.020706255,0.02048112,0.020700464,1
232,1530.928,23.18,0.258644689,714.8886744,674.5145429,0.024019592,0.022851069,0.023909524,1
233,2527.541,14.134,0.358227062,401.3120978,426.9411357,0.026745113,0.02658678,0.027003871,1
234,1313.06,26.997,0.223934234,636.9388674,714.0200831,0.023382193,0.023852964,0.024596677,1
235,1686.384,21.171,0.443732797,254.8642214,196.4757618,0.029535828,0.029562534,0.030717805,1
236,1102.167,32.204,0.12514852,1154.803732,1703.135042,0.021540625,0.021069119,0.021050809,1
237,1351.341,26.372,0.183276429,676.4214929,744.066482,0.02332572,0.023049543,0.023494731,1
238,1125.388,31.468,0.031980856,1060.500644,1679.085873,0.021423419,0.020657273,0.021322444,1
239,1448.177,24.623,0.237416778,226.6698842,250.3490305,0.032422991,0.031613504,0.031942403,1
240,1624.452,21.93,0.626963648,1488.502574,1454.803324,0.02052597,0.019781758,0.020665683,1
241,1551.518,22.948,-0.083376353,579.5122265,631.2195291,0.027800203,0.026877228,0.026605779,1
242,1027.525,34.433,0.271621072,1510.03668,1555.482687,0.020706255,0.019781758,0.020537649,1
243,1860.481,19.19,0.416714058,1092.440154,1006.736842,0.023687855,0.02349879,0.023530425,1
244,1569.1,22.629,0.180958084,887.2760618,954.3247922,0.022599957,0.022600527,0.022800662,1
245,1312.671,27.067,0.33133133,327.6177606,377.1495845,0.026283878,0.025840377,0.02616959,1
246,1522.805,23.448,-0.02106531,1192.855856,1406.75831,0.023004827,0.022842007,0.022679395,1
247,1239.942,28.557,0.262246267,1707.853925,1746.665512,0.020804458,0.020201206,0.020613402,1
248,1444.804,24.559,0.285736628,1418.155727,1516.380886,0.020308696,0.020359449,0.020700464,1
249,1457.444,24.385,0.16883164,335.0160875,315.6239612,0.029943016,0.030733472,0.030861884,1
250,1651.305,21.556,0.776351001,953.5302445,869.0969529,0.021789658,0.021746133,0.022742745,1
251,1144.47,30.987,0.250053663,1153.421493,2001.165512,0.02035587,0.01994852,0.02044403,1
252,1041.131,34.051,0.259273704,1550.72973,1844.810942,0.020798694,0.019844458,0.020723619,1
253,1451.028,24.507,0.191690259,423.2355212,502.182133,0.025501319,0.026352117,0.026096182,1
254,1997.629,17.839,0.000116577,1225.721364,1931.698753,0.029466739,0.027801164,0.027030497,1
255,1454.155,24.45,0.125590243,337.1833977,340.2389197,0.028368004,0.027905233,0.027920699,1
256,1875.666,19.069,0.057388347,542.6814672,640.2139889,0.025911755,0.02508002,0.024679404,1
257,1876.208,19.193,0.628475475,410.952381,161.283241,0.030896828,0.030387951,0.033445957,1
258,1958.409,18.13,0.312250962,566.8095238,723.8552632,0.027821758,0.027734057,0.027487928,1
259,1137.206,31.214,-0.076737094,1894.287645,2074.039474,0.021170078,0.021473068,0.022273992,1
260,1440.409,24.667,-0.211390545,1788.117761,2132.772853,0.021344924,0.02098049,0.021789658,1
261,1914.818,18.674,0.323587054,817.7644788,1117.709834,0.023423178,0.023476752,0.023025665,1
262,1596.351,22.231,0.010685503,1082.124839,1875.578255,0.021888477,0.020990356,0.021535058,1
263,2964.921,12.107,0.394755371,382.3404118,384.8490305,0.026447585,0.02735067,0.029935007,1
264,2661.509,13.564,0.724480546,742.3951094,274.5547091,0.023165829,0.025150093,0.025698027,1
265,1542.467,23.049,0.714205559,967.8983269,1343.229224,0.045887014,0.041429649,0.038904631,1
266,1883.637,18.896,-0.022849701,1097.689833,1302.888504,0.023134755,0.022490324,0.022742745,1
267,2137.058,16.918,0.093593452,568.8642214,609.6544321,0.025716682,0.025342817,0.025217647,1
268,1197.523,29.58,0.009063932,1391.072072,1614.168975,0.021817152,0.020597047,0.02113607,1
269,1393.988,25.45,0.151793084,933.4633205,1754.518698,0.021817152,0.021015001,0.020856261,1
270,1346.35,26.413,0.337048424,623.3468468,602.6481994,0.024346809,0.024385193,0.024834378,1
271,1169.105,30.334,0.348876241,1516.597169,1741.288089,0.020700464,0.02012419,0.020787162,1
272,1822.961,19.627,0.210748199,437.2554698,424.6606648,0.028633033,0.028137981,0.027705159,1
273,1659.373,21.371,0.066822087,740.8288288,774.5353186,0.023662534,0.023281921,0.024351733,1
274,1094.594,32.646,0.015934669,1485.97619,1525.677978,0.021412223,0.020881571,0.021590661,1
275,1602.339,22.229,0.459331626,399.6480051,788.9785319,0.025355152,0.025338732,0.025088949,1
276,1270.46,27.863,0.000374581,1317.213642,2696.297091,0.020566818,0.020460892,0.020332297,1
277,1797.124,19.801,0.487836294,1106.129344,1860.65651,0.022637063,0.021415137,0.021811656,1
278,1465.531,24.192,0.503186479,2275.956242,2592.841413,0.022732199,0.021147589,0.021607314,1
279,1421.848,24.96,0.25831603,875.6653797,1217.795706,0.021740079,0.021005146,0.021175741,1
280,1196.582,29.704,-0.15569613,1902.339768,1913.862881,0.0213786,0.020516472,0.021356155,1
281,2858.23,12.535,0.024278425,209.8397683,299.3850416,0.033908776,0.034063012,0.033724411,1
282,1788.157,19.933,0.316283951,716.0875161,755.6135734,0.023889457,0.023761648,0.024346809,1
283,1367.214,26.05,0.039458349,397.8359073,453.2049861,0.027409304,0.026730462,0.026892642,1
